Sage Cover Expiry Listing (Detail) From Expiry Date 01/01/2021 To 31/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,

No.,MyAppID No.,Expiry Date,,Acc Code,Licensee Name,Email,Contact No.,"Acc:1, Inv:2, 1Acc:5",Product Name,Total Users,Main License Price,CU Price,Total Price,,,,,,,,,,,,,
422,S60000325217,02-07-21,,300T/165,SHIBAURA MACHINE SINGAPORE PTE LTD,annieliew@shibaura-m.com.my,378037544,11,Sage Payroll Premium MY,1,650,0,650,,,,,,,,,,,,,
423,N350000051586,03-07-21,,300R/070,ROSDELIMA & CO,admin@rosdelima.com,60341418725,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
424,N420000153110,03-07-21,,300Y/072,YAYASAN INOVASI MALAYSIA,finance.dept@yim.my,389961714,1,Upg - Sage UBS Accounting & Billing MY,4,400,80,640,,,,,,,,,,,,,
425,N420000488966,03-07-21,,300R/150,RER Rezki Sdn. Bhd.,rer.rezki@gmail.com,6056881186,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
426,N420000632054,06-07-21,,30J1/M63,MATECH ENGINEERING & CONSTRUCTION SDN BHD,mona@matechec.com.my,6075224482,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
427,N420000632373,07-07-21,,300A/398,Alam Hayat Technique,aienkhalik85@gmail.com,60122228583,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
428,S10000092187,07-07-21,,300N/008,NAM LEE CHEONG SDN BHD,nicole.tan@namleecheong.com.my,321413177,11,Sage Payroll Premium MY,1,650,0,650,,,,,,,,,,,,,
429,N350000036718,08-07-21,,300J/074,Japan Pulp & Paper (M) Sdn Bhd,finance@jppm.com.my,60321813383,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
430,N350000064035,08-07-21,,300E/066,EQUAD TECHNOLOGIES SDN BHD,psdhillion@equadtech.com,60122127815,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
431,N420000349143,08-07-21,,300J/074,Japan Pulp & Paper (M) Sdn Bhd,finance@jppm.com.my,60321813383,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
432,N420000632848,08-07-21,,300B/031,Binanamik Sdn Bhd,lee@allied.com.my,60392006930,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
433,S45000189829,08-07-21,,300N/001,NIZAMUDDIN HAMID & CO,accounts@nizamuddinhamid.com,355246612,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
434,N360000104359,09-07-21,,300M/400,Mazda Malaysia Sdn Bhd,kinyip.yu@mazda.com.my,60376273352,7,Sage Payroll 30 MY,1,250,0,250,,,,,,,,,,,,,
435,N420000491177,09-07-21,,300E/245,Effective Trading Sdn Bhd,henglun.lee@masteron.com.my,6038060,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
436,N420000491216,09-07-21,,300E/245,Effective Trading Sdn Bhd,henglun.lee@masteron.com.my,6038060,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
437,N420000635264,09-07-21,,300F/146,FSI Management Services,fsimanagementservices00@gmail.com,60183771211,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
438,S09002239389,09-07-21,,300H/002,HARIAN SHOES SDN BHD,ysleow@harian.com.my,379814735,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
439,N400000027181,11-07-21,,300S/438,Sutera Auto Sdn Bhd,tawi8592@gmail.com,6000,11,Sage Payroll Premium MY,1,650,0,650,,,,,,,,,,,,,
440,S43000068882,11-07-21,,300V/041,VAMED HEALTHCARE SERVICES SDN BHD,rosni.kasimon@vamed.com,60327812000,8,Sage Payroll 60 MY,3,450,80,610,,,,,,,,,,,,,
441,N080003105486,12-07-21,,300A/287,ASIA PROPEL SDN BHD,mailbox@asiapropel.com,360344691,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
442,N130000076315,12-07-21,,300W/067,WESTSTAR CONSTRUCTION SDN BHD,cylim.construction@weststar.com.my,341022333,8,Upg - Sage Payroll 60 MY,1,450,0,450,,,,,,,,,,,,,
443,N370000080712,13-07-21,,300I/160,IFTITAH GLOBAL ENTERPRISE,denkikaisha@gmail.com,60355242391,8,Sage Payroll 60 MY,1,450,0,450,,,,,,,,,,,,,
444,N140000046311,14-07-21,,3000/T45,Tota Steel Enterprise Sdn Bhd,totasteelenterprise@gmail.com,60162061857,9,Sage Payroll 100 MY,1,550,0,550,,,,,,,,,,,,,
445,N150000124096,14-07-21,,300H/002,HARIAN SHOES SDN BHD,ysleow@harian.com.my,379827341,11,Sage Payroll Premium MY,1,650,0,650,,,,,,,,,,,,,
446,N420000637479,14-07-21,,300L/287,LYNNA CONSULTING SERVICES,sophielyna@gmail.com,6012445,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
447,N420000637967,14-07-21,,300S/603,Siti Nurazrenira Binti Mohd Olwi,azreniraaieyien@yahoo.com,60175069981,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
448,N080003107938,15-07-21,,300A/357,AUTOBACS CAR SERVICE MALAYSIA SDN BHD,finance@autobacs-csm.com.my,6072448298,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
449,S09002254564,15-07-21,,300P/243,PUNCAK MERINDAH SDN BHD,vhchew@gmail.com,378878533,1,Sage UBS Accounting & Billing MY,4,400,80,640,,,,,,,,,,,,,
450,S42000057474,15-07-21,,300P/243,PUNCAK MERINDAH SDN BHD,vhchew@gmail.com,378878533,7,Sage Payroll 30 MY,1,250,0,250,,,,,,,,,,,,,
451,N420000352762,16-07-21,,300O/077,Ontime Alliance Sdn Bhd,kenliaw@hotmail.com,60122343993,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
452,N420000639242,16-07-21,,300K/277,KUBERAN RESOURCES SDN BHD,kuberanresources@gmail.com,6032276,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
453,N400000059093,17-07-21,,300C/296,Chec Construction (M) Sdn Bhd,hr.chec.cccc@gmail.com,60362063266,11,Sage Payroll Premium MY,3,650,80,810,,,,,,,,,,,,,
454,N410000032112,17-07-21,,300R/157,Runway Productions By CG,noorazliahsuboh@gmail.com,6037624,5,Sage UBS one Accounting & Billing MY,1,200,0,200,,,,,,,,,,,,,
455,S09000454181,17-07-21,,300A/358,AISHAH SULAIMAN,aisul48@gmail.com,342570612,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
456,S45000603874,17-07-21,,300P/037,PRIN-AD SDN BHD,prin.ad.sb@gmail.com,379815711,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
457,N420000495844,18-07-21,,300K/270,Kemudi Kiara Sdn Bhd,kemudi.kiara7@yahoo.com,60390801177,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
458,N420000355468,19-07-21,,300C/297,Christopher Gerard Danker,chrisgd@pd.jaring.asia,60162629332,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
459,N420000639750,19-07-21,,300N/172,Northern Resources Sdn Bhd,ifa@serilibana.com,6047309703,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
460,N240000021686,21-07-21,,300P/186,Perbadanan Pengurusan Kranji Apartment SS19,kranjiss19@gmail.com,6.01E+11,4,Upg - Sage BSM MY,1,"1,000.00",0,"1,000.00",,,,,,,,,,,,,
461,N350000052817,21-07-21,,300S/253,JMB SUBANG OLIVES RESIDENCE,subangolivesmanagement@gmail.com,60356365777,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
462,S45000610656,21-07-21,,300W/067,WESTSTAR CONSTRUCTION SDN BHD,wukay@streamyx.com,320721072,1,Sage UBS Accounting & Billing MY,4,400,80,640,,,,,,,,,,,,,
463,N130000078260,22-07-21,,300S/523,Sanko Plastics (Malaysia) Sdn Bhd,chandramathi@sankoplastics.com.my,6035191,8,Sage Payroll 60 MY,1,450,0,450,,,,,,,,,,,,,
464,N420000355788,22-07-21,,300T/183,TOPAZ TRAVEL & TOURS SDN BHD,anita@topaztravels.com,379585511,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
465,N080002723065,23-07-21,,300E/250,8 Gourmet Group Sdn Bhd,8egg.acc@gmail.com,60323326652,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
466,N420000643258,23-07-21,,300T/344,TMK Industries Sdn Bhd,nurunnajwa1608@gmail.com,6.01E+11,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
467,ACC401005033,24-07-21,,300S/538,SYARIKAT KAYU WANGI BERHAD,azmisy75@skw.com.my,74847388,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
468,N350000037210,24-07-21,,300S/387,SP Services Sdn Bhd,chyap98@yahoo.com,60129018831,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
469,N380000009136,24-07-21,,300A/304,Aspire Pioneer Sdn Bhd,crazy0.0v@gmail.com,6000,9,Sage Payroll 100 MY,1,550,0,550,,,,,,,,,,,,,
470,N420000166656,24-07-21,,300Z/043,ZK Consultancy Enterprise,zkconsult.enterprise@gmail.com,6.01E+11,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
471,S44000174944,24-07-21,,300I/045,IN & EX HOLDING SDN BHD,yokeyee@inexholdings.com,361416800,11,Sage Payroll Premium MY,3,650,80,810,,,,,,,,,,,,,
472,N130000079090,26-07-21,,300S/355,S.G. LINGAM & CO.,ma@sglingam.com,37984,8,Upg - Sage Payroll 60 MY,1,450,0,450,,,,,,,,,,,,,
473,N150000127388,26-07-21,,300S/354,Sunrise Parade Sdn Bhd,vincies.chua@gmail.com,60390763888,11,Sage Payroll Premium MY,2,650,80,730,,,,,,,,,,,,,
474,N420000643643,26-07-21,,300K/276,Klinik Bestari Sdn Bhd,klinikbestari@gmail.com,60199508008,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
475,N420000644046,26-07-21,,300T/343,Triple One Marine Sdn Bhd,111marinesb@gmail.com,60341071111,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
476,N430000111472,29-07-21,,300H/279,HAIRANI ELECTRICAL GLOBAL SDN BHD,hramsb@gmail.com,60193899907,2,Sage UBS Inventory & Billing MY,2,400,80,480,,,,,,,,,,,,,
477,N420000498655,30-07-21,,300T/330,The Wall Gallery Sdn Bhd,thewallgallery@yahoo.com,60342567929,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
478,N430000082577,30-07-21,,300T/330,The Wall Gallery Sdn Bhd,thewallgallery@yahoo.com,60342567929,2,Sage UBS Inventory & Billing MY,1,400,0,400,,,,,,,,,,,,,
479,S09000806944,30-07-21,,300D/055,DIMENSION PUBLISHING SDN BHD,shirley@dimensionpublishing.com,374931049,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
480,S09001122965,30-07-21,,300M/068,MPH GROUP PRINTING (M) SDN BHD,mok@mphprinting.com.my,379870966,1,Sage UBS Accounting & Billing MY,4,400,80,640,,,,,,,,,,,,,
481,S09002190910,30-07-21,,300G/120,GEN GOLDEN SDN BHD,chewkath@gmail.com,32260,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
482,S29000099590,30-07-21,,300R/085,LSL SERVICES,rolandandco@gmail.com,340427544,7,Sage Payroll 30 MY,1,250,0,250,,,,,,,,,,,,,
483,S42000041468,30-07-21,,300E/216,EBCOTECH MACHINERY SDN BHD,soomeilin4@gmail.com,362806228,7,Sage Payroll 30 MY,1,250,0,250,,,,,,,,,,,,,
484,S45000071528,30-07-21,,300A/236,AEROMOTION RESOURCES,suzy@aeromotion.my,60387050933,1,Sage UBS Accounting & Billing MY,4,400,80,640,,,,,,,,,,,,,
Expiry Date : August 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
485,N320000008376,01-08-21,,300D/148,Donaco Holdings Sdn Bhd,winnie.tee@donacointernational.com,6032280,12,Sage UBS Accounting & Billing INTL,3,350,80,510,,,,,,,,,,,,,
486,S09000685946,01-08-21,,300B/110,BYO MARINE SDN BHD,siti.salwa@blsy.com.my,49671230,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
487,S45000632246,01-08-21,,300H/254,CHERAS RESOURCES SDN BHD,hiltromarketing@gmail.com,387367159,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
488,N350000015079,02-08-21,,300B/133,BRITISH MALAYSIAN CHAMBER OF COMMERCE,azlin@bmcc.org.my,60321631784,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
489,N420000646524,03-08-21,,300F/148,56 Crewz Enterprise,56crewz@gmail.com,60374924688,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
490,N080003123836,05-08-21,,300R/133,Reachpac Asia (M) Sdn Bhd,sivasu9086@gmail.com,60361413102,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
491,N410000032750,05-08-21,,30J1/N15,NEEDIY SOLUTIONS,neediysolutions@gmail.com,127398866,5,Sage UBS one Accounting & Billing MY,1,200,0,200,,,,,,,,,,,,,
492,N350000053182,06-08-21,,300A/386,ASMANCO GROUP SDN BHD,accasmanco@gmail.com,6035523,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
493,N420000501669,06-08-21,,300A/386,ASMANCO GROUP SDN BHD,accasmanco@gmail.com,6035523,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
494,N420000175893,07-08-21,,300M/353,My Sunrise Sdn Bhd,mysunrise2516@gmail.com,60392215177,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
495,S42000026892,07-08-21,,300F/088,FOOT SOLUTIONS INC. SDN BHD,yeohkh@footsolutions.com.my,356318848,7,Sage Payroll 30 MY,1,250,0,250,,,,,,,,,,,,,
496,S45000649081,07-08-21,,300K/220,KIM SHING MACHINERY SDN BHD,KAREN@KIMSHING.COM,60160,1,Sage UBS Accounting & Billing MY,4,400,80,640,,,,,,,,,,,,,
497,N150000057392,08-08-21,,300T/278,TH HOTEL & RESIDENCE SDN BHD,general@thhotels.com.my,378741033,11,Sage Payroll Premium MY,1,650,0,650,,,,,,,,,,,,,
498,N420000176627,08-08-21,,300M/358,MITRA IT SOLUTIONS SDN BHD,jagadesan@mitragroup.com.my,6038322,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
499,N420000177121,08-08-21,,300S/541,Successful Fusion Sdn Bhd,nieza_cwr@yahoo.com,6098596304,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
500,N420000177315,08-08-21,,300M/323,MHT SHIPPING & FORWARDING SDN BHD,admin@mhtgroup.com.my,6072445546,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
501,N430000061342,08-08-21,,300S/556,SEN KEE FOOD TRADING SDN BHD,senkee@dlaksa.com,60125942363,2,Sage UBS Inventory & Billing MY,5,400,80,720,,,,,,,,,,,,,
502,S09002316073,09-08-21,,300W/097,WAM BULK SOLID HANDLING (M) SDN BHD,amirah.ashnur@wamgroup.com,377340456,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
503,N080003132189,10-08-21,,300S/523,Sanko Plastics (Malaysia) Sdn Bhd,vicky@sankoplastics.com.my,60351914921,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
504,N350000065175,10-08-21,,300A/394,AQIFF HOLDINGS SDN BHD,ghazali@aqiffholdings.com.my,6073876906,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
505,N420000179740,11-08-21,,300M/378,MK ETIKA MANAGEMENT SERVICES,mketika.ms@gmail.com,60137427007,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
506,N420000649020,11-08-21,,300A/399,ACID CUBIC ENTERPRISE,acidcubic.8288@gmail.com,60133550882,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
507,S09002321850,11-08-21,,300V/041,VAMED HEALTHCARE SERVICES SDN BHD,rosni.kasimon@vamed.com,60327812000,1,Sage UBS Accounting & Billing MY,4,400,80,640,,,,,,,,,,,,,
508,N420000503689,12-08-21,,300Z/050,Zeve International Sdn Bhd,nira@zeveshoes.com,60175069981,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
509,N430000112265,12-08-21,,300O/075,OLIO OILFIELD SERVICES SDN BHD,setphanie.my@ossapi.com,6087582885,2,Sage UBS Inventory & Billing MY,1,400,0,400,,,,,,,,,,,,,
510,N080002749356,13-08-21,,300R/128,RIWAY (MALAYSIA) SDN BHD,ricky@riway.com,377345939,1,Upg - Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
511,N420000181133,13-08-21,,300I/144,Iswanddy Bajuri & Co,iswanddybajuri@gmail.com,60169226987,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
512,N420000504089,13-08-21,,300A/383,ABAG SDN BHD,abag_sb@yahoo.com,60361500110,1,Sage UBS Accounting & Billing MY,5,400,80,720,,,,,,,,,,,,,
513,N130000081634,14-08-21,,300P/009,PELUANG KRISTAL (M) SDN BHD,eddie.peluangkristal@gmail.com,326916868,8,Upg - Sage Payroll 60 MY,1,450,0,450,,,,,,,,,,,,,
514,N090000799143,15-08-21,,300S/523,Sanko Plastics (Malaysia) Sdn Bhd,vicky@sankoplastics.com.my,60351914921,2,Sage UBS Inventory & Billing MY,6,400,80,800,,,,,,,,,,,,,
515,N410000024242,15-08-21,,300L/280,Laurelcap Asset Management Sdn Bhd,whoe@laurelcap.com.my,60356370233,5,Sage UBS one Accounting & Billing MY,1,200,0,200,,,,,,,,,,,,,
516,N420000352066,15-08-21,,300L/281,L' MEDINA CLINIC,lmc.medix@gmail.com,6074325709,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
517,N130000082856,17-08-21,,300S/206,SRI PERTIWI TEXTILES INDUSTRIES (M) SDN BHD,sripertiwi.tex@gmail.com,326911250,8,Upg - Sage Payroll 60 MY,1,450,0,450,,,,,,,,,,,,,
518,S09000548847,17-08-21,,300E/085,EXXEC INTERGRATED (M) SDN BHD,exxeckmn@gmail.com,341311708,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
519,N410000033039,18-08-21,,30J1/K49,KANZU KNOWLEDGE CONSULTANT,noypasori@gmail.com,60197443195,5,Sage UBS one Accounting & Billing MY,1,200,0,200,,,,,,,,,,,,,
520,N420000652468,18-08-21,,300K/278,Kejuruteraan Nadi Bina Sdn Bhd,roslinda.arifin@gmail.com,60179760502,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
521,N420000505982,19-08-21,,300H/278,Haavin Services (M) Sdn Bhd,mariyamalgos15@gmail.com,60340512436,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
522,S45000677790,19-08-21,,300M/371,MALAYSIAN MEDICAL ASSOCIATION,finance@mma.org.my,340411375,1,Sage UBS Accounting & Billing MY,4,400,80,640,,,,,,,,,,,,,
523,N400000029591,20-08-21,,300J/140,JAKEL TRADING SDN BHD,sharifahnor.ismail01@gmail.com,355240505,11,Upg - Sage Payroll Premium MY,4,650,80,890,,,,,,,,,,,,,
524,N420000506775,20-08-21,,300M/390,Mayyarich Sdn Bhd,mayyarich.acc@gmail.com,6.01E+11,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
525,N420000653125,20-08-21,,300H/279,HAIRANI ELECTRICAL GLOBAL SDN BHD,hramsb@gmail.com,60193899907,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
526,N420000653532,22-08-21,,300J/168,JY Accountancy,missjoanneyeo@gmail.com,60167280196,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
527,N370000021026,23-08-21,,300W/150,U BEES COLLECTION,teresa5842@hotmail.com,39226,8,Sage Payroll 60 MY,1,450,0,450,,,,,,,,,,,,,
528,N130000084551,24-08-21,,300L/037,LOOKING GOOD SDN BHD,fuivoon@hotmail.com,126659065,8,Upg - Sage Payroll 60 MY,1,450,0,450,,,,,,,,,,,,,
529,N420000654455,24-08-21,,300K/190,Howell Bensing,kfj_ms@yahoo.com,60168482938,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
530,N410000024671,25-08-21,,300B/051,Badan Pengurusan Bersama Pangsapuri Sri Hijauan,srihijauan1@gmail.com,60341621499,5,Sage UBS one Accounting & Billing MY,1,200,0,200,,,,,,,,,,,,,
531,N440000038552,25-08-21,,300B/216,BADAN PENGURUSAN BERSAMA PANGSAPURI SRI PENARA,bpbpsripenara@yahoo.com,60397650572,4,Sage BSM MY,3,"1,000.00",80,"1,160.00",,,,,,,,,,,,,
532,N420000368695,26-08-21,,300A/375,Almex System Technology Asia Sdn Bhd,syafiqah-a1@almex-sta.com,60321610198,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
533,N540000103114,26-08-21,,300T/131,TIMCARE TECHNOLOGY SDN BHD,timcare@yahoo.com,60378452055,1,Upg - Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
534,ACC401009065,27-08-21,,300M/134,MULTIMETAL WORKS SDN BHD,multimetalworks@gmail.com,395442082,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
535,N350000015613,27-08-21,,300I/127,Insun Development Sdn Bhd,propertyinsun@gmail.com,60362119138,6,Sage Payroll 15 MY,1,150,0,150,,,,,,,,,,,,,
536,N420000190810,27-08-21,,300C/047,CRBC (M) Holdings Sdn Bhd,crbcholding@gmail.com,60321663795,1,Sage UBS Accounting & Billing MY,4,400,80,640,,,,,,,,,,,,,
537,N420000191187,27-08-21,,300J/139,JEWELLERY CIRCLES SDN BHD,rafflesia_pearls@yahoo.com,60321488803,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
538,N420000655525,28-08-21,,300S/604,Syarikat Cakah Urusharta,cakah_bina@yahoo.com,6082313500,1,Sage UBS Accounting & Billing MY,2,400,80,480,,,,,,,,,,,,,
539,N420000371639,29-08-21,,300A/385,AHFA ENTERPRISE,ahfaenterprise@gmail.com,6077995213,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
540,N420000372486,29-08-21,,300S/085,BNC METAL STAMPING SDN BHD,yvonne_bnc@yahoo.com,351611686,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
541,N420000511826,29-08-21,,300J/163,Joe Empire Sdn Bhd,joeempiresb@gmail.com,6.01E+11,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
542,S09000610539,29-08-21,,300B/105,BAR FORMULA SDN BHD,dashini@barformula.com,379318160,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
543,S45000170046,29-08-21,,300K/187,KUALA LUMPUR RESERVES SDN BHD,munchooijen@hotmail.com,3272626850,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
544,N0800002345027,30-08-21,,300B/036,BNC Metal Stamping Sdn Bhd,bncgroupofcompanies@yahoo.com,60351611686,1,Upg - Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
545,N0800002391431,30-08-21,,300B/170,Bright Services Sdn Bhd,bncgroupofcompanies@yahoo.com,6035161,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
546,N080002640236,30-08-21,,300A/306,AT Guards Security Services Sdn Bhd,info@atguardsec.com,60392027699,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
547,N090000360871,30-08-21,,300B/036,BNC Metal Stamping Sdn Bhd,bncgroupofcompanies@yahoo.com,60351611686,2,Sage UBS Inventory & Billing MY,3,400,80,560,,,,,,,,,,,,,
548,N080003158814,31-08-21,,300L/256,LAURASIA SDN BHD,Laurence.slingeneyer@laurasia.biz,60123541178,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
Expiry Date : September 2021,,,,,,,,,,,,,,,,,,,,,,,,,,
549,N420000512259,02-09-21,,300I/156,IIJ GLOBAL SOLUTIONS SINGPORE PTE LTD,randy.hoo@ap.iij.com,6012371,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
550,N540000104145,02-09-21,,300T/132,10 BOULEVARD MANAGMENT SDN BHD,10boulevardmgmg@gmail.com,377261342,1,Upg - Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
551,S09002511453,02-09-21,,300T/304,ALIM MARITIME SDN BHD,basrah@alim.com.my,333231339,1,Sage UBS Accounting & Billing MY,4,400,80,640,,,,,,,,,,,,,
552,S12001098377,02-09-21,,300T/304,ALIM MARITIME SDN BHD,basrah@alim.com.my,333231339,2,Sage UBS Inventory & Billing MY,6,400,80,800,,,,,,,,,,,,,
553,S43000058384,02-09-21,,300T/304,ALIM MARITIME SDN BHD,basrah@alim.com.my,333231339,9,Sage Payroll 100 MY,1,550,0,550,,,,,,,,,,,,,
554,N420000373661,04-09-21,,300A/349,Asia Pacific University Sdn Bhd,olivia@apu.edu.my,6038996,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
555,N430000085039,04-09-21,,300I/149,IE Direct Sdn Bhd,siti.rohani@ieoptima.com,6043839114,2,Sage UBS Inventory & Billing MY,3,400,80,560,,,,,,,,,,,,,
556,N540000104424,04-09-21,,300S/085,SQ Wheel Sdn Bhd,bncgroupofcompanies@yahoo.com,60351611686,1,Upg - Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
557,S12001485253,04-09-21,,300T/117,TM ELEKTRIK (SERDANG) SDN BHD,ynyap1@gmail.com,389436839,2,Sage UBS Inventory & Billing MY,3,400,80,560,,,,,,,,,,,,,
558,S45000868524,04-09-21,,300T/117,TM ELEKTRIK (SERDANG) SDN BHD,ynyap1@gmail.com,389436839,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
559,N420000374493,05-09-21,,300S/172,SEKHAR & TAN,yys@sektan.com.my,321702688,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
560,N080003166357,08-09-21,,300E/258,Emerald Cube Enterprise Sdn Bhd,m47hagh@gmail.com,60326901364,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
561,N420000514251,09-09-21,,300P/401,PRB Grid Technology Solutions Sdn Bhd,Hawa-v@hypergrid.com,60392057617,1,Sage UBS Accounting & Billing MY,3,400,80,560,,,,,,,,,,,,,
562,N420000659864,09-09-21,,30J1/H52,HORSE POWER AUTO SERVICE CENTRE,xiaofen2h@yahoo.com,60127806236,1,Sage UBS Accounting & Billing MY,1,400,0,400,,,,,,,,,,,,,
563,N540000136087,10-09-21,,300K/244,KUALA LUMPUR METROPOLITAN (M) SDN BHD,accounts@klmetropolitan.com,321447768,1,Upg - Sage UBS Accounting & Billing MY,6,400,80,800,,,,,,,,,,,,,
